index,prediction,Usage
8039,363,Public
8040,302,Public
8041,180,Public
8042,216,Private
8043,324,Private
8044,96,Public
8045,318,Private
8046,358,Public
8047,193,Private
8048,243,Public
8049,0,Private
8050,0,Public
8051,29,Public
8052,48,Public
8053,270,Private
8054,225,Private
8055,0,Public
8056,365,Public
8057,160,Public
8058,0,Private
8059,35,Public
8060,0,Public
8061,357,Public
8062,0,Private
8063,39,Private
8064,0,Public
8065,178,Private
8066,0,Public
8067,222,Private
8068,363,Public
8069,0,Public
8070,116,Private
8071,0,Private
8072,275,Public
8073,0,Private
8074,5,Public
8075,365,Private
8076,0,Private
8077,332,Public
8078,125,Private
8079,81,Private
8080,340,Public
8081,365,Private
8082,0,Private
8083,52,Public
8084,9,Private
8085,1,Private
8086,0,Public
8087,0,Public
8088,215,Private
8089,0,Public
8090,39,Private
8091,234,Private
8092,0,Private
8093,66,Public
8094,356,Public
8095,35,Public
8096,135,Public
8097,33,Public
8098,0,Public
8099,94,Private
8100,177,Public
8101,311,Public
8102,242,Private
8103,0,Private
8104,0,Private
8105,230,Private
8106,325,Public
8107,270,Private
8108,0,Private
8109,75,Public
8110,0,Public
8111,32,Public
8112,280,Public
8113,0,Private
8114,0,Private
8115,281,Public
8116,341,Private
8117,171,Private
8118,0,Public
8119,344,Private
8120,343,Public
8121,155,Private
8122,0,Public
8123,272,Public
8124,86,Public
8125,38,Private
8126,171,Public
8127,292,Public
8128,357,Private
8129,0,Public
8130,31,Public
8131,0,Private
8132,363,Private
8133,363,Public
8134,333,Private
8135,0,Public
8136,281,Public
8137,0,Private
8138,0,Public
8139,0,Public
8140,312,Private
8141,0,Private
8142,364,Public
8143,0,Public
8144,81,Private
8145,357,Public
8146,0,Private
8147,306,Private
8148,132,Private
8149,0,Public
8150,0,Public
8151,237,Private
8152,174,Public
8153,144,Public
8154,0,Public
8155,52,Public
8156,171,Private
8157,0,Public
8158,45,Public
8159,173,Private
8160,0,Public
8161,0,Private
8162,40,Public
8163,254,Public
8164,270,Public
8165,0,Private
8166,0,Private
8167,364,Public
8168,365,Public
8169,214,Private
8170,166,Public
8171,0,Public
8172,188,Public
8173,298,Public
8174,72,Private
8175,5,Public
8176,326,Public
8177,0,Public
8178,280,Public
8179,359,Public
8180,0,Public
8181,0,Public
8182,86,Public
8183,339,Public
8184,155,Public
8185,87,Public
8186,0,Public
8187,170,Private
8188,345,Public
8189,0,Private
8190,72,Public
8191,341,Public
8192,0,Public
8193,237,Public
8194,85,Public
8195,100,Public
8196,0,Public
8197,139,Public
8198,273,Public
8199,0,Private
8200,24,Private
8201,363,Public
8202,195,Public
8203,14,Public
8204,19,Public
8205,183,Public
8206,352,Private
8207,191,Private
8208,0,Private
8209,50,Private
8210,321,Public
8211,318,Public
8212,0,Private
8213,243,Public
8214,364,Public
8215,0,Public
8216,305,Public
8217,247,Private
8218,0,Public
8219,0,Public
8220,306,Public
8221,0,Public
8222,85,Public
8223,12,Public
8224,0,Public
8225,183,Public
8226,0,Public
8227,0,Public
8228,343,Private
8229,0,Private
8230,0,Private
8231,0,Private
8232,0,Private
8233,16,Public
8234,357,Public
8235,0,Private
8236,12,Public
8237,50,Private
8238,0,Public
8239,326,Public
8240,0,Private
8241,127,Public
8242,11,Public
8243,0,Public
8244,168,Private
8245,0,Private
8246,136,Private
8247,6,Public
8248,178,Public
8249,3,Public
8250,0,Public
8251,29,Private
8252,13,Public
8253,25,Public
8254,345,Private
8255,177,Public
8256,0,Public
8257,54,Private
8258,129,Private
8259,32,Public
8260,0,Public
8261,36,Private
8262,267,Public
8263,219,Private
8264,188,Private
8265,8,Public
8266,14,Public
8267,0,Private
8268,0,Public
8269,273,Public
8270,364,Public
8271,0,Public
8272,327,Public
8273,0,Public
8274,178,Private
8275,45,Public
8276,150,Private
8277,14,Private
8278,365,Public
8279,0,Public
8280,336,Private
8281,0,Public
8282,31,Public
8283,300,Private
8284,29,Public
8285,169,Public
8286,0,Public
8287,338,Public
8288,0,Private
8289,0,Public
8290,2,Public
8291,164,Public
8292,57,Public
8293,0,Public
8294,33,Private
8295,23,Public
8296,358,Public
8297,0,Private
8298,0,Public
8299,0,Private
8300,257,Public
8301,22,Private
8302,365,Public
8303,359,Public
8304,14,Public
8305,0,Public
8306,197,Public
8307,0,Public
8308,146,Public
8309,0,Public
8310,191,Private
8311,365,Private
8312,342,Public
8313,249,Private
8314,189,Public
8315,0,Private
8316,297,Public
8317,350,Private
8318,0,Private
8319,2,Public
8320,309,Private
8321,0,Private
8322,3,Public
8323,38,Private
8324,0,Private
8325,0,Public
8326,249,Public
8327,86,Private
8328,310,Public
8329,17,Private
8330,362,Private
8331,222,Public
8332,358,Public
8333,27,Public
8334,280,Public
8335,70,Public
8336,18,Private
8337,0,Public
8338,0,Public
8339,246,Public
8340,76,Public
8341,2,Public
8342,153,Public
8343,0,Private
8344,0,Private
8345,38,Public
8346,59,Public
8347,177,Private
8348,0,Public
8349,8,Public
8350,9,Private
8351,0,Public
8352,363,Public
8353,180,Public
8354,0,Private
8355,0,Private
8356,0,Public
8357,179,Public
8358,223,Private
8359,0,Private
8360,0,Private
8361,156,Public
8362,0,Public
8363,0,Private
8364,63,Private
8365,88,Private
8366,0,Public
8367,0,Public
8368,359,Private
8369,0,Private
8370,219,Public
8371,0,Private
8372,0,Public
8373,159,Private
8374,0,Public
8375,365,Private
8376,7,Public
8377,0,Private
8378,91,Public
8379,0,Public
8380,77,Private
8381,122,Public
8382,306,Public
8383,23,Private
8384,0,Private
8385,358,Public
8386,0,Public
8387,0,Private
8388,270,Public
8389,0,Public
8390,337,Public
8391,0,Public
8392,0,Public
8393,100,Private
8394,20,Public
8395,219,Public
8396,9,Public
8397,26,Public
8398,277,Public
8399,365,Public
8400,362,Public
8401,0,Private
8402,0,Public
8403,333,Public
8404,348,Public
8405,73,Private
8406,339,Public
8407,0,Public
8408,175,Public
8409,346,Public
8410,5,Public
8411,359,Public
8412,87,Private
8413,365,Public
8414,0,Public
8415,0,Public
8416,287,Private
8417,365,Public
8418,197,Public
8419,0,Public
8420,89,Private
8421,0,Public
8422,346,Private
8423,0,Private
8424,364,Public
8425,0,Public
8426,0,Private
8427,0,Public
8428,2,Private
8429,155,Public
8430,0,Private
8431,170,Public
8432,0,Public
8433,0,Public
8434,343,Public
8435,0,Public
8436,0,Public
8437,0,Private
8438,365,Public
8439,0,Private
8440,0,Private
8441,215,Public
8442,60,Private
8443,0,Public
8444,0,Public
8445,0,Private
8446,0,Private
8447,0,Public
8448,0,Public
8449,25,Public
8450,362,Private
8451,0,Public
8452,242,Private
8453,52,Private
8454,161,Private
8455,115,Private
8456,0,Public
8457,0,Public
8458,237,Public
8459,0,Public
8460,0,Private
8461,13,Private
8462,22,Public
8463,0,Public
8464,327,Public
8465,0,Private
8466,219,Private
8467,2,Public
8468,0,Public
8469,13,Private
8470,0,Private
8471,0,Public
8472,0,Public
8473,0,Public
8474,249,Public
8475,0,Public
8476,328,Public
8477,220,Public
8478,27,Public
8479,310,Public
8480,0,Public
8481,0,Public
8482,0,Private
8483,328,Private
8484,0,Public
8485,363,Public
8486,307,Private
8487,0,Public
8488,177,Public
8489,78,Private
8490,341,Public
8491,156,Public
8492,329,Public
8493,286,Public
8494,31,Public
8495,280,Private
8496,6,Public
8497,161,Public
8498,0,Private
8499,0,Private
8500,11,Private
8501,0,Private
8502,336,Public
8503,0,Public
8504,0,Private
8505,36,Public
8506,0,Private
8507,0,Private
8508,164,Private
8509,45,Public
8510,336,Public
8511,90,Private
8512,0,Public
8513,363,Private
8514,259,Public
8515,14,Private
8516,226,Private
8517,28,Public
8518,274,Private
8519,0,Private
8520,365,Public
8521,5,Public
8522,0,Private
8523,19,Public
8524,0,Private
8525,25,Public
8526,15,Public
8527,279,Private
8528,365,Public
8529,72,Private
8530,359,Public
8531,177,Private
8532,117,Public
8533,4,Private
8534,105,Public
8535,249,Public
8536,0,Private
8537,0,Public
8538,0,Public
8539,223,Private
8540,365,Private
8541,0,Public
8542,0,Public
8543,84,Public
8544,0,Private
8545,88,Public
8546,0,Public
8547,34,Public
8548,21,Private
8549,89,Private
8550,300,Public
8551,297,Public
8552,231,Public
8553,271,Private
8554,56,Public
8555,0,Public
8556,35,Public
8557,0,Private
8558,0,Public
8559,0,Public
8560,40,Private
8561,0,Public
8562,0,Public
8563,0,Private
8564,56,Public
8565,9,Private
8566,191,Public
8567,36,Private
8568,63,Public
8569,33,Public
8570,0,Public
8571,30,Public
8572,0,Public
8573,132,Public
8574,342,Public
8575,356,Public
8576,112,Public
8577,216,Private
8578,96,Private
8579,0,Public
8580,354,Public
8581,201,Public
8582,324,Public
8583,0,Private
8584,0,Private
8585,0,Private
8586,0,Public
8587,158,Private
8588,25,Public
8589,3,Public
8590,50,Public
8591,0,Public
8592,48,Public
8593,0,Public
8594,6,Public
8595,157,Public
8596,0,Private
8597,178,Public
8598,96,Private
8599,0,Public
8600,106,Private
8601,4,Public
8602,0,Private
8603,0,Public
8604,0,Private
8605,0,Public
8606,5,Public
8607,0,Public
8608,16,Private
8609,0,Public
8610,269,Private
8611,102,Private
8612,349,Public
8613,0,Public
8614,0,Private
8615,0,Public
8616,318,Public
8617,239,Private
8618,342,Private
8619,0,Public
8620,0,Private
8621,0,Public
8622,0,Public
8623,89,Public
8624,0,Public
8625,362,Public
8626,0,Private
8627,365,Public
8628,151,Public
8629,53,Public
8630,58,Private
8631,354,Private
8632,0,Public
8633,0,Public
8634,78,Public
8635,212,Public
8636,360,Public
8637,0,Private
8638,345,Private
8639,0,Public
8640,365,Public
8641,77,Public
8642,310,Private
8643,66,Public
8644,0,Public
8645,364,Public
8646,22,Public
8647,60,Private
8648,0,Public
8649,0,Public
8650,360,Private
8651,90,Public
8652,74,Public
8653,0,Public
8654,0,Private
8655,0,Public
8656,199,Public
8657,0,Public
8658,249,Public
8659,0,Public
8660,0,Public
8661,188,Public
8662,17,Public
8663,0,Private
8664,0,Private
8665,149,Public
8666,362,Private
8667,0,Private
8668,0,Private
8669,365,Public
8670,0,Public
8671,0,Private
8672,0,Public
8673,335,Public
8674,1,Public
8675,110,Public
8676,48,Private
8677,34,Private
8678,190,Private
8679,12,Public
8680,317,Private
8681,358,Public
8682,310,Public
8683,115,Public
8684,345,Public
8685,364,Public
8686,97,Public
8687,327,Public
8688,311,Public
8689,365,Private
8690,0,Public
8691,40,Public
8692,0,Public
8693,91,Private
8694,60,Private
8695,273,Private
8696,365,Private
8697,300,Public
8698,0,Public
8699,7,Public
8700,310,Private
8701,0,Private
8702,6,Private
8703,89,Public
8704,0,Private
8705,338,Public
8706,27,Public
8707,87,Public
8708,337,Public
8709,12,Public
8710,0,Public
8711,89,Public
8712,48,Public
8713,349,Public
8714,0,Public
8715,364,Public
8716,250,Private
8717,365,Public
8718,125,Public
8719,0,Public
8720,72,Private
8721,88,Public
8722,1,Public
8723,61,Public
8724,0,Public
8725,15,Public
8726,361,Public
8727,0,Public
8728,0,Private
8729,0,Private
8730,294,Private
8731,6,Public
8732,70,Private
8733,0,Public
8734,365,Public
8735,133,Public
8736,83,Public
8737,0,Private
8738,49,Private
8739,33,Public
8740,112,Public
8741,103,Private
8742,151,Private
8743,0,Public
8744,189,Private
8745,310,Public
8746,8,Public
8747,0,Private
8748,90,Public
8749,329,Public
8750,332,Public
8751,0,Private
8752,4,Public
8753,105,Public
8754,0,Public
8755,168,Public
8756,238,Public
8757,0,Private
8758,72,Private
8759,0,Private
8760,364,Private
8761,0,Public
8762,0,Public
8763,2,Private
8764,245,Public
8765,0,Public
8766,0,Private
8767,352,Public
8768,177,Public
8769,359,Public
8770,253,Public
8771,239,Public
8772,1,Private
8773,320,Public
8774,3,Private
8775,0,Private
8776,355,Public
8777,79,Public
8778,7,Public
8779,89,Public
8780,364,Private
8781,0,Public
8782,91,Private
8783,0,Private
8784,66,Public
8785,107,Public
8786,189,Private
8787,83,Public
8788,0,Public
8789,0,Public
8790,0,Public
8791,0,Private
8792,0,Public
8793,177,Private
8794,224,Private
8795,17,Public
8796,84,Public
8797,0,Private
8798,0,Private
8799,0,Public
8800,202,Private
8801,37,Public
8802,0,Public
8803,0,Private
8804,323,Public
8805,330,Public
8806,263,Public
8807,360,Public
8808,164,Private
8809,79,Public
8810,84,Public
8811,0,Public
8812,203,Private
8813,0,Private
8814,79,Public
8815,261,Public
8816,133,Private
8817,65,Public
8818,0,Public
8819,351,Private
8820,16,Public
8821,314,Public
8822,0,Private
8823,24,Public
8824,96,Public
8825,322,Public
8826,0,Private
8827,0,Public
8828,0,Public
8829,0,Public
8830,89,Public
8831,0,Public
8832,292,Public
8833,53,Public
8834,17,Private
8835,362,Public
8836,0,Public
8837,12,Public
8838,365,Public
8839,14,Private
8840,46,Public
8841,341,Public
8842,0,Public
8843,0,Private
8844,142,Public
8845,0,Public
8846,0,Private
8847,0,Public
8848,0,Private
8849,0,Private
8850,0,Public
8851,46,Public
8852,364,Public
8853,363,Private
8854,276,Private
8855,177,Public
8856,320,Public
8857,342,Public
8858,97,Private
8859,84,Private
8860,0,Public
8861,365,Public
8862,23,Public
8863,163,Private
8864,185,Public
8865,365,Public
8866,90,Private
8867,52,Public
8868,308,Public
8869,255,Private
8870,0,Private
8871,332,Private
8872,9,Public
8873,155,Private
8874,26,Public
8875,0,Public
8876,0,Public
8877,257,Public
8878,0,Public
8879,88,Public
8880,320,Private
8881,301,Public
8882,356,Public
8883,255,Private
8884,36,Public
8885,3,Public
8886,0,Public
8887,0,Public
8888,0,Public
8889,124,Public
8890,0,Public
8891,192,Public
8892,0,Private
8893,332,Public
8894,15,Public
8895,32,Private
8896,0,Public
8897,286,Private
8898,0,Public
8899,0,Private
8900,0,Private
8901,344,Private
8902,38,Public
8903,141,Private
8904,341,Public
8905,267,Private
8906,85,Private
8907,90,Public
8908,69,Public
8909,26,Public
8910,361,Private
8911,41,Private
8912,248,Public
8913,217,Public
8914,237,Private
8915,0,Public
8916,240,Private
8917,293,Public
8918,0,Public
8919,333,Public
8920,46,Private
8921,311,Private
8922,105,Private
8923,365,Public
8924,0,Public
8925,262,Public
8926,294,Private
8927,0,Private
8928,0,Public
8929,146,Public
8930,364,Public
8931,54,Public
8932,287,Private
8933,1,Private
8934,286,Private
8935,166,Private
8936,365,Public
8937,0,Public
8938,365,Private
8939,44,Public
8940,175,Public
8941,0,Private
8942,70,Public
8943,11,Public
8944,0,Public
8945,22,Private
8946,76,Public
8947,90,Public
8948,232,Private
8949,314,Public
8950,38,Public
8951,182,Public
8952,0,Public
8953,0,Public
8954,0,Private
8955,248,Public
8956,188,Private
8957,24,Private
8958,0,Private
8959,1,Public
8960,289,Public
8961,12,Private
8962,0,Public
8963,0,Public
8964,50,Public
8965,0,Public
8966,284,Public
8967,96,Public
8968,0,Public
8969,261,Public
8970,49,Public
8971,0,Public
8972,0,Private
8973,0,Public
8974,0,Public
8975,0,Private
8976,11,Public
8977,154,Private
8978,0,Private
8979,0,Public
8980,0,Private
8981,205,Private
8982,354,Public
8983,250,Public
8984,0,Public
8985,342,Public
8986,190,Public
8987,239,Public
8988,0,Public
8989,313,Public
8990,189,Public
8991,236,Private
8992,90,Public
8993,0,Public
8994,301,Public
8995,0,Private
8996,0,Public
8997,249,Public
8998,81,Public
8999,197,Public
9000,0,Public
9001,0,Public
9002,141,Private
9003,0,Public
9004,157,Public
9005,218,Private
9006,77,Private
9007,129,Public
9008,0,Private
9009,17,Private
9010,55,Public
9011,55,Private
9012,179,Public
9013,0,Public
9014,365,Public
9015,325,Public
9016,0,Private
9017,294,Public
9018,9,Public
9019,0,Public
9020,336,Public
9021,68,Public
9022,0,Public
9023,0,Public
9024,65,Public
9025,0,Public
9026,358,Private
9027,0,Public
9028,6,Public
9029,88,Public
9030,0,Public
9031,7,Public
9032,333,Private
9033,204,Public
9034,152,Private
9035,0,Public
9036,74,Public
9037,0,Public
9038,336,Private
9039,278,Private
9040,37,Public
9041,0,Private
9042,217,Public
9043,0,Private
9044,347,Public
9045,358,Private
9046,0,Private
9047,1,Private
9048,0,Public
9049,0,Private
9050,319,Public
9051,315,Private
9052,0,Public
9053,0,Private
9054,0,Private
9055,155,Private
9056,3,Public
9057,7,Private
9058,61,Public
9059,126,Public
9060,10,Public
9061,0,Public
9062,0,Public
9063,0,Private
9064,95,Private
9065,164,Private
9066,0,Public
9067,39,Public
9068,73,Public
9069,292,Public
9070,192,Public
9071,35,Public
9072,322,Public
9073,0,Private
9074,78,Public
9075,177,Public
9076,0,Public
9077,85,Public
9078,64,Public
9079,26,Public
9080,67,Public
9081,173,Public
9082,29,Public
9083,30,Private
9084,98,Private
9085,48,Public
9086,34,Public
9087,0,Public
9088,5,Private
9089,230,Public
9090,0,Private
9091,122,Private
9092,0,Private
9093,123,Public
9094,139,Public
9095,204,Private
9096,0,Public
9097,312,Public
9098,364,Public
9099,0,Private
9100,0,Public
9101,215,Public
9102,333,Public
9103,246,Public
9104,201,Public
9105,365,Public
9106,145,Public
9107,0,Private
9108,283,Private
9109,317,Public
9110,0,Private
9111,64,Private
9112,1,Private
9113,34,Private
9114,70,Public
9115,0,Public
9116,342,Public
9117,0,Private
9118,97,Public
9119,128,Public
9120,2,Private
9121,179,Public
9122,283,Public
9123,145,Public
9124,14,Private
9125,94,Public
9126,10,Private
9127,0,Public
9128,0,Private
9129,0,Public
9130,0,Private
9131,0,Public
9132,99,Public
9133,95,Public
9134,0,Public
9135,87,Private
9136,177,Public
9137,0,Public
9138,0,Private
9139,0,Public
9140,0,Private
9141,246,Private
9142,0,Private
9143,365,Public
9144,44,Private
9145,58,Private
9146,122,Public
9147,0,Public
9148,29,Public
9149,0,Public
9150,0,Public
9151,0,Public
9152,328,Public
9153,0,Public
9154,273,Public
9155,0,Public
9156,226,Private
9157,285,Public
9158,0,Public
9159,72,Public
9160,44,Private
9161,365,Public
9162,184,Public
9163,365,Public
9164,14,Public
9165,365,Public
9166,311,Public
9167,296,Private
9168,201,Private
9169,0,Public
9170,68,Private
9171,158,Private
9172,0,Public
9173,239,Public
9174,0,Private
9175,32,Private
9176,172,Public
9177,255,Private
9178,57,Public
9179,73,Public
9180,58,Public
9181,273,Private
9182,0,Public
9183,32,Public
9184,0,Private
9185,174,Private
9186,179,Private
9187,22,Private
9188,0,Public
9189,267,Private
9190,333,Public
9191,364,Public
9192,4,Public
9193,96,Public
9194,0,Private
9195,345,Private
9196,135,Public
9197,323,Public
9198,302,Private
9199,148,Public
9200,93,Private
9201,343,Public
9202,0,Private
9203,0,Public
9204,341,Public
9205,0,Public
9206,0,Public
9207,90,Public
9208,192,Public
9209,332,Private
9210,0,Private
9211,0,Private
9212,327,Public
9213,35,Private
9214,89,Private
9215,111,Public
9216,56,Public
9217,0,Public
9218,7,Public
9219,359,Public
9220,0,Public
